"SubnetIDString","SubnetID","SiteName","DcInSite","MaskBits","SubnetMask"
"156.95.54.137/32","156.95.54.137","ISD-EXCH","True","32","255.255.255.255"
"10.147.96.0/21","10.147.96.0","US-S07078","False","21","255.255.248.0"
"55.114.24.0/21","55.114.24.0","US-S00652","False","21","255.255.248.0"
"161.176.59.0/24","161.176.59.0","US-S00671","False","24","255.255.255.0"
"161.174.21.0/25","161.174.21.0","CA-Toronto-HO","True","25","255.255.255.128"
"161.176.222.0/24","161.176.222.0","US-S00712","False","24","255.255.255.0"
"146.132.254.0/24","146.132.254.0","US-S09697","False","24","255.255.255.0"
"55.26.96.0/21","55.26.96.0","US-S00738","False","21","255.255.248.0"
"172.22.224.0/20","172.22.224.0","ISD","True","20","255.255.240.0"
"161.175.69.0/24","161.175.69.0","US-S00234","False","24","255.255.255.0"
"156.95.54.15/32","156.95.54.15","ISD","True","32","255.255.255.255"
"10.14.2.0/24","10.14.2.0","CN-HOMEOFFICE","True","24","255.255.255.0"
"156.92.55.0/24","156.92.55.0","US-S00728","False","24","255.255.255.0"
"10.220.128.0/23","10.220.128.0","US-S00674","False","23","255.255.254.0"
"10.201.2.0/23","10.201.2.0","US-S00666","False","23","255.255.254.0"
"55.31.32.0/21","55.31.32.0","US-S00685","False","21","255.255.248.0"
"55.148.192.0/21","55.148.192.0","US-S00731","False","21","255.255.248.0"
"10.199.182.0/23","10.199.182.0","US-S00650","False","23","255.255.254.0"
"172.26.41.55/32","172.26.41.55","ISD","True","32","255.255.255.255"
"161.174.59.128/25","161.174.59.128","CA-Toronto-HO","True","25","255.255.255.128"
"10.220.132.0/23","10.220.132.0","US-S00733","False","23","255.255.254.0"
"156.92.41.0/24","156.92.41.0","US-S00692","False","24","255.255.255.0"
"161.175.237.0/24","161.175.237.0","US-S00691","False","24","255.255.255.0"
"55.25.168.0/21","55.25.168.0","US-S00742","False","21","255.255.248.0"
"161.174.61.128/25","161.174.61.128","CA-Toronto-HO","True","25","255.255.255.128"
"156.92.45.0/24","156.92.45.0","US-S00696","False","24","255.255.255.0"
"161.163.16.0/24","161.163.16.0","CN-HOMEOFFICE","True","24","255.255.255.0"
"172.26.124.100/32","172.26.124.100","ISD-EXCH","True","32","255.255.255.255"
"172.26.3.0/25","172.26.3.0","ISD","True","25","255.255.255.128"
"10.68.16.0/24","10.68.16.0","US-S00708","False","24","255.255.255.0"
"172.23.0.0/16","172.23.0.0","ISD","True","16","255.255.0.0"
"148.250.181.11/32","148.250.181.11","MX-NET","True","32","255.255.255.255"
"10.171.136.0/21","10.171.136.0","JP-S07485","False","21","255.255.248.0"
"10.192.56.0/23","10.192.56.0","US-S00681","False","23","255.255.254.0"
"161.163.247.0/24","161.163.247.0","CN-HOMEOFFICE","True","24","255.255.255.0"
"55.81.248.0/21","55.81.248.0","US-S00712","False","21","255.255.248.0"
"55.86.88.0/21","55.86.88.0","US-S00777","False","21","255.255.248.0"
"55.86.80.0/21","55.86.80.0","US-S00776","False","21","255.255.248.0"
"10.165.21.128/25","10.165.21.128","US-S09309","False","25","255.255.255.128"
"10.147.104.0/21","10.147.104.0","US-S07078","False","21","255.255.248.0"
"55.88.104.0/21","55.88.104.0","US-S00764","False","21","255.255.248.0"
"10.78.0.0/16","10.78.0.0","CAM-Guatemala-HO","True","16","255.255.0.0"
"172.22.184.0/22","172.22.184.0","ISD","True","22","255.255.252.0"
"55.90.32.0/21","55.90.32.0","US-S00687","False","21","255.255.248.0"
"55.130.40.0/21","55.130.40.0","US-S00762","False","21","255.255.248.0"
"10.218.164.0/23","10.218.164.0","US-S00664","False","23","255.255.254.0"
"10.165.20.128/25","10.165.20.128","US-S09309","False","25","255.255.255.128"
"55.35.232.0/21","55.35.232.0","US-S00666","False","21","255.255.248.0"
"172.26.124.107/32","172.26.124.107","ISD-EXCH","True","32","255.255.255.255"
"55.23.152.0/21","55.23.152.0","US-S00766","False","21","255.255.248.0"
"156.92.30.0/24","156.92.30.0","US-S00677","False","24","255.255.255.0"
"10.199.76.0/23","10.199.76.0","US-S00751","False","23","255.255.254.0"
"55.23.112.0/21","55.23.112.0","US-S00730","False","21","255.255.248.0"
"10.211.140.0/23","10.211.140.0","US-S00643","False","23","255.255.254.0"
"10.197.220.0/23","10.197.220.0","US-S00730","False","23","255.255.254.0"
"55.113.96.0/21","55.113.96.0","US-S00720","False","21","255.255.248.0"
"172.22.32.0/20","172.22.32.0","ISD","True","20","255.255.240.0"
"10.196.40.0/23","10.196.40.0","US-S00204","False","23","255.255.254.0"
"55.17.8.0/21","55.17.8.0","US-S00068","False","21","255.255.248.0"
"55.112.248.0/21","55.112.248.0","US-S00233","False","21","255.255.248.0"
"10.201.198.0/23","10.201.198.0","US-S00339","False","23","255.255.254.0"
"156.86.93.0/24","156.86.93.0","US-S00324","False","24","255.255.255.0"
"156.88.43.0/24","156.88.43.0","US-S00283","False","24","255.255.255.0"
"161.175.63.0/24","161.175.63.0","US-S00577","False","24","255.255.255.0"
"55.3.32.0/21","55.3.32.0","US-S00377","False","21","255.255.248.0"
"55.21.56.0/21","55.21.56.0","US-S00619","False","21","255.255.248.0"
"156.88.123.0/24","156.88.123.0","US-S00616","False","24","255.255.255.0"
"161.176.108.0/24","161.176.108.0","US-S00597","False","24","255.255.255.0"
"10.194.38.0/23","10.194.38.0","US-S00513","False","23","255.255.254.0"
"10.194.152.0/23","10.194.152.0","US-S00292","False","23","255.255.254.0"
"55.9.40.0/21","55.9.40.0","US-S00557","False","21","255.255.248.0"
"10.198.62.0/23","10.198.62.0","US-S00507","False","23","255.255.254.0"
"10.214.34.0/23","10.214.34.0","US-S00615","False","23","255.255.254.0"
"10.200.42.0/23","10.200.42.0","US-S00527","False","23","255.255.254.0"
"156.87.110.0/24","156.87.110.0","US-S00596","False","24","255.255.255.0"
"10.194.20.0/23","10.194.20.0","US-S00579","False","23","255.255.254.0"
"161.175.44.0/24","161.175.44.0","US-S00578","False","24","255.255.255.0"
"161.175.79.0/24","161.175.79.0","US-S00541","False","24","255.255.255.0"
"55.23.8.0/21","55.23.8.0","US-S00542","False","21","255.255.248.0"
"55.17.32.0/21","55.17.32.0","US-S00576","False","21","255.255.248.0"
"55.126.192.0/21","55.126.192.0","US-S00533","False","21","255.255.248.0"
"156.87.109.0/24","156.87.109.0","US-S00580","False","24","255.255.255.0"
"55.36.232.0/21","55.36.232.0","US-S00312","False","21","255.255.248.0"
"10.198.36.0/23","10.198.36.0","US-S00311","False","23","255.255.254.0"
"10.197.234.0/23","10.197.234.0","US-S00268","False","23","255.255.254.0"
"55.71.184.0/21","55.71.184.0","US-S00354","False","21","255.255.248.0"
"55.134.216.0/21","55.134.216.0","US-S00271","False","21","255.255.248.0"
"10.194.154.0/23","10.194.154.0","US-S00293","False","23","255.255.254.0"
"10.221.100.0/23","10.221.100.0","US-S00278","False","23","255.255.254.0"
"10.220.64.0/23","10.220.64.0","US-S00318","False","23","255.255.254.0"
"10.197.18.0/23","10.197.18.0","US-S00329","False","23","255.255.254.0"
"156.84.70.0/24","156.84.70.0","US-S00323","False","24","255.255.255.0"
"10.193.10.0/23","10.193.10.0","US-S00274","False","23","255.255.254.0"
"10.69.236.0/24","10.69.236.0","US-S00267","False","24","255.255.255.0"
"156.84.65.0/24","156.84.65.0","US-S00287","False","24","255.255.255.0"
"55.38.168.0/21","55.38.168.0","US-S00349","False","21","255.255.248.0"
"156.88.45.0/24","156.88.45.0","US-S00290","False","24","255.255.255.0"
"10.223.150.0/23","10.223.150.0","US-S00272","False","23","255.255.254.0"
"55.58.200.0/21","55.58.200.0","US-S00354","False","21","255.255.248.0"
"55.133.96.0/21","55.133.96.0","US-S00317","False","21","255.255.248.0"
"55.19.120.0/21","55.19.120.0","US-S00350","False","21","255.255.248.0"
"10.223.172.0/23","10.223.172.0","US-S00325","False","23","255.255.254.0"
"55.76.128.0/21","55.76.128.0","US-S00328","False","21","255.255.248.0"
"10.200.20.0/23","10.200.20.0","US-S00321","False","23","255.255.254.0"
"10.199.8.0/23","10.199.8.0","US-S00334","False","23","255.255.254.0"
"55.123.32.0/21","55.123.32.0","US-S00272","False","21","255.255.248.0"
"10.197.10.0/23","10.197.10.0","US-S00512","False","23","255.255.254.0"
"10.215.26.0/23","10.215.26.0","US-S00526","False","23","255.255.254.0"
"55.22.208.0/21","55.22.208.0","US-S00392","False","21","255.255.248.0"
"156.85.84.0/24","156.85.84.0","US-S00601","False","24","255.255.255.0"
"10.215.14.0/23","10.215.14.0","US-S00529","False","23","255.255.254.0"
"55.82.88.0/21","55.82.88.0","US-S00578","False","21","255.255.248.0"
"10.196.68.0/23","10.196.68.0","US-S00576","False","23","255.255.254.0"
"55.18.56.0/21","55.18.56.0","US-S00545","False","21","255.255.248.0"
"55.80.192.0/21","55.80.192.0","US-S00508","False","21","255.255.248.0"
"156.86.140.0/24","156.86.140.0","US-S00544","False","24","255.255.255.0"
"156.84.96.0/24","156.84.96.0","US-S00560","False","24","255.255.255.0"
"55.38.216.0/21","55.38.216.0","US-S00524","False","21","255.255.248.0"
"10.193.152.0/23","10.193.152.0","US-S00613","False","23","255.255.254.0"
"55.86.112.0/21","55.86.112.0","US-S00599","False","21","255.255.248.0"
"10.215.56.0/23","10.215.56.0","US-S00530","False","23","255.255.254.0"
"55.80.136.0/21","55.80.136.0","US-S00598","False","21","255.255.248.0"
"156.88.93.0/24","156.88.93.0","US-S00516","False","24","255.255.255.0"
"55.33.32.0/21","55.33.32.0","US-S00537","False","21","255.255.248.0"
"55.125.104.0/21","55.125.104.0","US-S00584","False","21","255.255.248.0"
"10.194.164.0/23","10.194.164.0","US-S00378","False","23","255.255.254.0"
"55.21.208.0/21","55.21.208.0","US-S00551","False","21","255.255.248.0"
"55.25.16.0/21","55.25.16.0","US-S00569","False","21","255.255.248.0"
"55.25.0.0/21","55.25.0.0","US-S00515","False","21","255.255.248.0"
"55.142.216.0/21","55.142.216.0","US-S00588","False","21","255.255.248.0"
"156.88.96.0/24","156.88.96.0","US-S00524","False","24","255.255.255.0"
"10.70.108.0/24","10.70.108.0","US-S00539","False","24","255.255.255.0"
"156.85.76.0/24","156.85.76.0","US-S00557","False","24","255.255.255.0"
"55.44.120.0/21","55.44.120.0","US-S00511","False","21","255.255.248.0"
"10.196.64.0/23","10.196.64.0","US-S00544","False","23","255.255.254.0"
"55.45.224.0/21","55.45.224.0","US-S00395","False","21","255.255.248.0"
"10.218.206.0/23","10.218.206.0","US-S00588","False","23","255.255.254.0"
"10.200.226.0/23","10.200.226.0","US-S00614","False","23","255.255.254.0"
"10.200.62.0/23","10.200.62.0","US-S00616","False","23","255.255.254.0"
"156.84.81.0/24","156.84.81.0","US-S00386","False","24","255.255.255.0"
"156.86.100.0/24","156.86.100.0","US-S00374","False","24","255.255.255.0"
"55.45.88.0/21","55.45.88.0","US-S00517","False","21","255.255.248.0"
"156.88.110.0/24","156.88.110.0","US-S00558","False","24","255.255.255.0"
"10.221.148.0/23","10.221.148.0","US-S00582","False","23","255.255.254.0"
"55.24.136.0/21","55.24.136.0","US-S00620","False","21","255.255.248.0"
"55.33.200.0/21","55.33.200.0","US-S00567","False","21","255.255.248.0"
"156.92.6.0/24","156.92.6.0","US-S00591","False","24","255.255.255.0"
"161.175.207.0/24","161.175.207.0","US-S00574","False","24","255.255.255.0"
"161.176.60.0/24","161.176.60.0","US-S00606","False","24","255.255.255.0"
"55.118.152.0/21","55.118.152.0","US-S00582","False","21","255.255.248.0"
"10.199.164.0/23","10.199.164.0","US-S00607","False","23","255.255.254.0"
"161.175.66.0/24","161.175.66.0","US-S00381","False","24","255.255.255.0"
"55.123.248.0/21","55.123.248.0","US-S00562","False","21","255.255.248.0"
"156.85.85.0/24","156.85.85.0","US-S00602","False","24","255.255.255.0"
"10.211.210.0/23","10.211.210.0","US-S00282","False","23","255.255.254.0"
"55.14.240.0/21","55.14.240.0","US-S00313","False","21","255.255.248.0"
"55.71.176.0/21","55.71.176.0","US-S00358","False","21","255.255.248.0"
"55.143.152.0/21","55.143.152.0","US-S00356","False","21","255.255.248.0"
"55.19.48.0/21","55.19.48.0","US-S00341","False","21","255.255.248.0"
"55.22.192.0/21","55.22.192.0","US-S00331","False","21","255.255.248.0"
"55.112.240.0/21","55.112.240.0","US-S00281","False","21","255.255.248.0"
"55.16.216.0/21","55.16.216.0","US-S00285","False","21","255.255.248.0"
"55.95.32.0/21","55.95.32.0","US-S00314","False","21","255.255.248.0"
"55.22.168.0/21","55.22.168.0","US-S00275","False","21","255.255.248.0"
"10.200.178.0/23","10.200.178.0","US-S00349","False","23","255.255.254.0"
"10.211.90.0/23","10.211.90.0","US-S00298","False","23","255.255.254.0"
"10.222.196.0/23","10.222.196.0","US-S00273","False","23","255.255.254.0"
"55.38.104.0/21","55.38.104.0","US-S00290","False","21","255.255.248.0"
"10.215.50.0/23","10.215.50.0","US-S00315","False","23","255.255.254.0"
"10.193.18.0/23","10.193.18.0","US-S00326","False","23","255.255.254.0"
"10.214.246.0/23","10.214.246.0","US-S00306","False","23","255.255.254.0"
"156.84.72.0/24","156.84.72.0","US-S00326","False","24","255.255.255.0"
"156.87.47.0/24","156.87.47.0","US-S00310","False","24","255.255.255.0"
"55.38.152.0/21","55.38.152.0","US-S00346","False","21","255.255.248.0"
"156.84.73.0/24","156.84.73.0","US-S00335","False","24","255.255.255.0"
"55.20.48.0/21","55.20.48.0","US-S00270","False","21","255.255.248.0"
"156.86.79.0/24","156.86.79.0","US-S00276","False","24","255.255.255.0"
"55.4.168.0/21","55.4.168.0","US-S00319","False","21","255.255.248.0"
"10.197.176.0/23","10.197.176.0","US-S00331","False","23","255.255.254.0"
"10.194.150.0/23","10.194.150.0","US-S00289","False","23","255.255.254.0"
"10.215.116.0/23","10.215.116.0","US-S00259","False","23","255.255.254.0"
"55.131.120.0/21","55.131.120.0","US-S00038","False","21","255.255.248.0"
"55.5.248.0/21","55.5.248.0","US-S00219","False","21","255.255.248.0"
"156.84.34.0/24","156.84.34.0","US-S00088","False","24","255.255.255.0"
"10.194.142.0/23","10.194.142.0","US-S00156","False","23","255.255.254.0"
"10.198.26.0/23","10.198.26.0","US-S00276","False","23","255.255.254.0"
"10.223.106.0/23","10.223.106.0","US-S00179","False","23","255.255.254.0"
"10.127.249.160/27","10.127.249.160","UK-S07422","False","27","255.255.255.224"
"156.85.46.0/24","156.85.46.0","US-S00313","False","24","255.255.255.0"
"161.175.153.0/24","161.175.153.0","US-S00260","False","24","255.255.255.0"
"55.80.0.0/21","55.80.0.0","US-S00500","False","21","255.255.248.0"
"10.194.132.0/23","10.194.132.0","US-S00043","False","23","255.255.254.0"
"55.8.16.0/21","55.8.16.0","US-S00484","False","21","255.255.248.0"
"10.164.200.0/21","10.164.200.0","MX-S07465","False","21","255.255.248.0"
"10.147.56.0/24","10.147.56.0","CA-S06093","False","24","255.255.255.0"
"10.200.168.0/23","10.200.168.0","US-S00290","False","23","255.255.254.0"
"55.77.216.0/21","55.77.216.0","US-S00282","False","21","255.255.248.0"
"55.142.56.0/21","55.142.56.0","US-S00333","False","21","255.255.248.0"
"161.164.124.0/24","161.164.124.0","US-S00278","False","24","255.255.255.0"
"10.197.170.0/23","10.197.170.0","US-S00275","False","23","255.255.254.0"
"55.95.56.0/21","55.95.56.0","US-S00260","False","21","255.255.248.0"
"156.84.62.0/24","156.84.62.0","US-S00274","False","24","255.255.255.0"
"55.28.64.0/21","55.28.64.0","US-S00362","False","21","255.255.248.0"
"156.87.54.0/24","156.87.54.0","US-S00334","False","24","255.255.255.0"
"55.25.56.0/21","55.25.56.0","US-S00311","False","21","255.255.248.0"
"156.85.43.0/24","156.85.43.0","US-S00292","False","24","255.255.255.0"
"55.3.192.0/21","55.3.192.0","US-S00323","False","21","255.255.248.0"
"55.120.224.0/21","55.120.224.0","US-S00267","False","21","255.255.248.0"
"55.1.200.0/21","55.1.200.0","US-S00335","False","21","255.255.248.0"
"55.120.240.0/21","55.120.240.0","US-S00273","False","21","255.255.248.0"
"10.196.56.0/23","10.196.56.0","US-S00360","False","23","255.255.254.0"
"156.88.54.0/24","156.88.54.0","US-S00346","False","24","255.255.255.0"
"156.87.44.0/24","156.87.44.0","US-S00302","False","24","255.255.255.0"
"10.200.164.0/23","10.200.164.0","US-S00283","False","23","255.255.254.0"
"10.200.24.0/23","10.200.24.0","US-S00330","False","23","255.255.254.0"
"55.115.208.0/21","55.115.208.0","US-S00294","False","21","255.255.248.0"
"55.4.112.0/21","55.4.112.0","US-S00363","False","21","255.255.248.0"
"156.86.97.0/24","156.86.97.0","US-S00360","False","24","255.255.255.0"
"55.32.40.0/21","55.32.40.0","US-S00322","False","21","255.255.248.0"
"156.87.51.0/24","156.87.51.0","US-S00329","False","24","255.255.255.0"
"10.193.22.0/23","10.193.22.0","US-S00357","False","23","255.255.254.0"
"156.86.77.0/24","156.86.77.0","US-S00269","False","24","255.255.255.0"
"161.175.75.0/24","161.175.75.0","US-S00277","False","24","255.255.255.0"
"156.88.51.0/24","156.88.51.0","US-S00339","False","24","255.255.255.0"
"156.88.48.0/24","156.88.48.0","US-S00322","False","24","255.255.255.0"
"55.37.16.0/21","55.37.16.0","US-S00339","False","21","255.255.248.0"
"55.113.56.0/21","55.113.56.0","US-S00359","False","21","255.255.248.0"
"10.197.178.0/23","10.197.178.0","US-S00361","False","23","255.255.254.0"
"55.124.16.0/21","55.124.16.0","US-S00325","False","21","255.255.248.0"
"55.22.184.0/21","55.22.184.0","US-S00310","False","21","255.255.248.0"
"156.89.12.0/24","156.89.12.0","US-S00320","False","24","255.255.255.0"
"55.121.0.0/21","55.121.0.0","US-S00305","False","21","255.255.248.0"
"10.203.88.0/23","10.203.88.0","US-S00304","False","23","255.255.254.0"
"10.197.172.0/23","10.197.172.0","US-S00299","False","23","255.255.254.0"
"55.113.200.0/21","55.113.200.0","US-S00278","False","21","255.255.248.0"
"55.150.72.0/21","55.150.72.0","US-S00347","False","21","255.255.248.0"
"55.24.144.0/21","55.24.144.0","US-S00276","False","21","255.255.248.0"
"55.93.160.0/21","55.93.160.0","US-S00315","False","21","255.255.248.0"
"55.14.128.0/21","55.14.128.0","US-S00293","False","21","255.255.248.0"
"161.164.45.0/24","161.164.45.0","US-S00294","False","24","255.255.255.0"
"156.87.52.0/24","156.87.52.0","US-S00331","False","24","255.255.255.0"
"55.28.56.0/21","55.28.56.0","US-S00352","False","21","255.255.248.0"
"55.125.176.0/21","55.125.176.0","US-S00261","False","21","255.255.248.0"
"55.5.8.0/21","55.5.8.0","US-S00355","False","21","255.255.248.0"
"55.42.136.0/21","55.42.136.0","US-S00337","False","21","255.255.248.0"
"55.18.0.0/21","55.18.0.0","US-S00327","False","21","255.255.248.0"
"55.134.120.0/21","55.134.120.0","US-S00338","False","21","255.255.248.0"
"55.86.248.0/21","55.86.248.0","US-S00295","False","21","255.255.248.0"
"10.215.36.0/23","10.215.36.0","US-S00265","False","23","255.255.254.0"
"156.84.75.0/24","156.84.75.0","US-S00357","False","24","255.255.255.0"
"10.213.12.0/23","10.213.12.0","US-S00307","False","23","255.255.254.0"
"161.176.170.0/24","161.176.170.0","US-S00295","False","24","255.255.255.0"
"161.163.222.23/32","161.163.222.23","SG-S09500","False","32","255.255.255.255"
"55.36.184.0/21","55.36.184.0","US-S00124","False","21","255.255.248.0"
"161.174.34.0/24","161.174.34.0","CA-Toronto-HO","True","24","255.255.255.0"
"55.11.72.0/21","55.11.72.0","US-S00069","False","21","255.255.248.0"
"55.33.144.0/21","55.33.144.0","US-S00419","False","21","255.255.248.0"
"10.212.4.0/23","10.212.4.0","US-S00054","False","23","255.255.254.0"
"156.84.37.0/24","156.84.37.0","US-S00092","False","24","255.255.255.0"
"161.177.0.112/30","161.177.0.112","MX-S07465","False","30","255.255.255.252"
"55.22.48.0/21","55.22.48.0","US-S00105","False","21","255.255.248.0"
"55.14.176.0/21","55.14.176.0","US-S00490","False","21","255.255.248.0"
"55.25.160.0/21","55.25.160.0","US-S00021","False","21","255.255.248.0"
"10.197.184.0/23","10.197.184.0","US-S00469","False","23","255.255.254.0"
"156.86.37.0/24","156.86.37.0","US-S00134","False","24","255.255.255.0"
"55.121.144.0/21","55.121.144.0","US-S00435","False","21","255.255.248.0"
"10.156.144.0/21","10.156.144.0","UK-S07454","False","21","255.255.248.0"
"10.201.162.0/23","10.201.162.0","US-S00459","False","23","255.255.254.0"
"10.214.26.0/23","10.214.26.0","US-S00102","False","23","255.255.254.0"
"10.199.42.0/23","10.199.42.0","US-S00460","False","23","255.255.254.0"
"161.176.182.0/24","161.176.182.0","US-S00144","False","24","255.255.255.0"
"10.127.245.92/30","10.127.245.92","UK-S07494","False","30","255.255.255.252"
"156.84.30.0/24","156.84.30.0","US-S00076","False","24","255.255.255.0"
"10.147.58.0/24","10.147.58.0","CA-S06063","False","24","255.255.255.0"
"55.0.144.0/21","55.0.144.0","US-S00086","False","21","255.255.248.0"
"161.164.75.0/24","161.164.75.0","US-S00224","False","24","255.255.255.0"
"10.201.108.0/23","10.201.108.0","US-S00161","False","23","255.255.254.0"
"10.200.10.0/23","10.200.10.0","US-S00157","False","23","255.255.254.0"
"55.24.152.0/21","55.24.152.0","US-S00207","False","21","255.255.248.0"
"10.194.138.0/23","10.194.138.0","US-S00111","False","23","255.255.254.0"
"10.9.32.108/30","10.9.32.108","SG-S09500","False","30","255.255.255.252"
"161.163.222.1/32","161.163.222.1","IN-S09800","False","32","255.255.255.255"
"10.194.128.0/23","10.194.128.0","US-S00026","False","23","255.255.254.0"
"55.6.24.0/21","55.6.24.0","US-S00126","False","21","255.255.248.0"
"55.18.32.0/21","55.18.32.0","US-S00473","False","21","255.255.248.0"
"10.197.130.0/23","10.197.130.0","US-S00059","False","23","255.255.254.0"
"161.163.222.27/32","161.163.222.27","TR-S09860","False","32","255.255.255.255"
"156.84.42.0/24","156.84.42.0","US-S00126","False","24","255.255.255.0"
"161.176.57.0/24","161.176.57.0","US-S00100","False","24","255.255.255.0"
"10.192.130.0/23","10.192.130.0","US-S00044","False","23","255.255.254.0"
"10.156.120.0/21","10.156.120.0","UK-S07446","False","21","255.255.248.0"
"161.163.222.34/32","161.163.222.34","PH-S09360","False","32","255.255.255.255"
"55.13.168.0/21","55.13.168.0","US-S00111","False","21","255.255.248.0"
"156.84.5.0/24","156.84.5.0","US-S00008","False","24","255.255.255.0"
"10.214.22.0/23","10.214.22.0","US-S00099","False","23","255.255.254.0"
"10.201.168.0/23","10.201.168.0","US-S00478","False","23","255.255.254.0"
"10.222.204.0/23","10.222.204.0","US-S00020","False","23","255.255.254.0"
"55.7.112.0/21","55.7.112.0","US-S00091","False","21","255.255.248.0"
"156.84.1.0/24","156.84.1.0","US-S00002","False","24","255.255.255.0"
"55.92.136.0/21","55.92.136.0","US-S00141","False","21","255.255.248.0"
"10.196.18.0/23","10.196.18.0","US-S00118","False","23","255.255.254.0"
"156.85.12.0/24","156.85.12.0","US-S00065","False","24","255.255.255.0"
"10.197.140.0/23","10.197.140.0","US-S00105","False","23","255.255.254.0"
"156.87.12.0/24","156.87.12.0","US-S00153","False","24","255.255.255.0"
"10.215.34.0/23","10.215.34.0","US-S00094","False","23","255.255.254.0"
"10.8.255.64/30","10.8.255.64","US-S06060","False","30","255.255.255.252"
"55.17.136.0/21","55.17.136.0","US-S00107","False","21","255.255.248.0"
"10.8.255.60/30","10.8.255.60","US-S06060","False","30","255.255.255.252"
"10.213.68.0/23","10.213.68.0","US-S00138","False","23","255.255.254.0"
"146.132.141.0/24","146.132.141.0","US-S06041","False","24","255.255.255.0"
"55.16.112.0/21","55.16.112.0","US-S00134","False","21","255.255.248.0"
"10.127.251.32/27","10.127.251.32","UK-S07487","False","27","255.255.255.224"
"161.164.56.0/24","161.164.56.0","US-S00094","False","24","255.255.255.0"
"10.127.248.192/27","10.127.248.192","UK-S07457","False","27","255.255.255.224"
"55.3.16.0/21","55.3.16.0","US-S00022","False","21","255.255.248.0"
"55.147.136.0/21","55.147.136.0","US-S00403","False","21","255.255.248.0"
"10.196.98.0/23","10.196.98.0","US-S00107","False","23","255.255.254.0"
"10.220.6.0/23","10.220.6.0","US-S00430","False","23","255.255.254.0"
"10.220.108.0/23","10.220.108.0","US-S00146","False","23","255.255.254.0"
"156.86.31.0/24","156.86.31.0","US-S00121","False","24","255.255.255.0"
"55.8.144.0/21","55.8.144.0","US-S00188","False","21","255.255.248.0"
"55.36.56.0/21","55.36.56.0","US-S00478","False","21","255.255.248.0"
"55.6.80.0/21","55.6.80.0","US-S00046","False","21","255.255.248.0"
"156.84.23.0/24","156.84.23.0","US-S00052","False","24","255.255.255.0"
"10.127.245.44/30","10.127.245.44","UK-S07443","False","30","255.255.255.252"
"10.127.249.192/27","10.127.249.192","UK-S07450","False","27","255.255.255.224"
"10.167.0.32/28","10.167.0.32","US-S08300","False","28","255.255.255.240"
"55.79.40.0/21","55.79.40.0","US-S00081","False","21","255.255.248.0"
"10.127.249.96/27","10.127.249.96","UK-S07443","False","27","255.255.255.224"
"55.121.120.0/21","55.121.120.0","US-S00047","False","21","255.255.248.0"
"10.68.4.0/24","10.68.4.0","US-S00082","False","24","255.255.255.0"
"10.197.132.0/23","10.197.132.0","US-S00060","False","23","255.255.254.0"
"10.202.4.0/23","10.202.4.0","US-S00452","False","23","255.255.254.0"
"55.26.120.0/21","55.26.120.0","US-S00025","False","21","255.255.248.0"
"156.94.29.0/24","156.94.29.0","US-S00017","False","24","255.255.255.0"
"55.122.48.0/21","55.122.48.0","US-S00087","False","21","255.255.248.0"
"192.168.33.0/24","192.168.33.0","PH-S09360","False","24","255.255.255.0"
"156.87.1.0/24","156.87.1.0","US-S00037","False","24","255.255.255.0"
"161.177.47.0/29","161.177.47.0","MX-Polanco","False","29","255.255.255.248"
"172.26.60.165/32","172.26.60.165","ISD-EXCH","True","32","255.255.255.255"
"156.85.5.0/24","156.85.5.0","US-S00029","False","24","255.255.255.0"
"10.211.244.0/23","10.211.244.0","US-S00051","False","23","255.255.254.0"
"10.194.4.0/23","10.194.4.0","US-S00029","False","23","255.255.254.0"
"55.11.48.0/21","55.11.48.0","US-S00029","False","21","255.255.248.0"
"55.120.24.0/21","55.120.24.0","US-S00212","False","21","255.255.248.0"
"10.196.94.0/23","10.196.94.0","US-S00173","False","23","255.255.254.0"
"55.144.136.0/21","55.144.136.0","US-S00229","False","21","255.255.248.0"
"55.16.184.0/21","55.16.184.0","US-S00231","False","21","255.255.248.0"
"55.141.152.0/21","55.141.152.0","US-S00240","False","21","255.255.248.0"
"10.222.28.0/23","10.222.28.0","US-S00244","False","23","255.255.254.0"
"10.218.110.0/23","10.218.110.0","US-S00240","False","23","255.255.254.0"
"156.86.48.0/24","156.86.48.0","US-S00175","False","24","255.255.255.0"
"10.67.176.0/24","10.67.176.0","US-S00211","False","24","255.255.255.0"
"55.114.160.0/21","55.114.160.0","US-S00239","False","21","255.255.248.0"
"55.16.160.0/21","55.16.160.0","US-S00204","False","21","255.255.248.0"
"156.85.27.0/24","156.85.27.0","US-S00159","False","24","255.255.255.0"
"55.2.128.0/21","55.2.128.0","US-S00176","False","21","255.255.248.0"
"55.37.176.0/21","55.37.176.0","US-S00235","False","21","255.255.248.0"
"55.4.184.0/21","55.4.184.0","US-S00159","False","21","255.255.248.0"
"55.22.144.0/21","55.22.144.0","US-S00237","False","21","255.255.248.0"
"55.16.200.0/21","55.16.200.0","US-S00251","False","21","255.255.248.0"
"10.211.186.0/23","10.211.186.0","US-S00203","False","23","255.255.254.0"
"55.17.24.0/21","55.17.24.0","US-S00200","False","21","255.255.248.0"
"156.85.33.0/24","156.85.33.0","US-S00208","False","24","255.255.255.0"
"10.69.76.0/24","10.69.76.0","US-S00238","False","24","255.255.255.0"
